,title,vol,update,number,date
0,FAIRY TAIL 魔導少年 最終章,310,05/26,2478746,2019/05/26 21:00:33
1,一弦定音！,8,05/26,257725,2019/05/26 21:00:33
2,我們真的學不來！,8,05/26,575705,2019/05/26 21:00:33
3,鬼滅之刃,8,05/26,1508026,2019/05/26 21:00:33
4,信長老師的年幼妻子,8,05/25,594318,2019/05/26 21:00:33
5,高中女生,8,05/25,237953,2019/05/26 21:00:33
6,超可動女孩 1/6,8,05/25,124267,2019/05/26 21:00:33
7,MIX,8,05/25,115217,2019/05/26 21:00:33
8,一個人的○○小日子,8,05/25,388617,2019/05/26 21:00:33
9,滿腦都是○○的我沒辦法談戀愛,8,05/25,783123,2019/05/26 21:00:33
10,川柳少女,8,05/25,346126,2019/05/26 21:00:33
11,JOJO 的奇妙冒險 黃金之風,31,05/25,5535179,2019/05/26 21:00:33
12,魔法水果籃,7,05/25,137067,2019/05/26 21:00:33
13,戀愛幕末男友外傳-危機,8,05/24,16600,2019/05/26 21:00:33
14,Fight League 交鋒聯盟,15,05/23,90681,2019/05/26 21:00:33
15,一拳超人 (第二季),19,05/22,2958369,2019/05/26 21:00:33
16,強襲魔女 501 部隊出動！,7,05/22,84720,2019/05/26 21:00:33
17,鑽石王牌 act2,8,05/21,357530,2019/05/26 21:00:33
18,星光王子 KING OF PRISM -Shiny Seven Stars-,6,05/21,27188,2019/05/26 21:00:33
19,進擊的巨人 第三季,16,05/20,4702434,2019/05/26 21:00:33
20,八月的棒球甜心,7,05/20,144691,2019/05/26 21:00:33
21,為什麼老師會在這裡！？,7,05/20,868917,2019/05/26 21:00:33
