,title,vol,update,number,date
0,八月的棒球甜心,10,06/24,176468,2019/06/24 05:00:10
1,為什麼老師會在這裡！？,12,06/24,1315862,2019/06/24 05:00:10
2,FAIRY TAIL 魔導少年 最終章,314,06/23,2810153,2019/06/24 05:00:10
3,一弦定音！,12,06/23,444836,2019/06/24 05:00:10
4,我們真的學不來！,12,06/23,984538,2019/06/24 05:00:10
5,鬼滅之刃,12,06/23,2784854,2019/06/24 05:00:10
6,信長老師的年幼妻子,12,06/22,966063,2019/06/24 05:00:10
7,高中女生,12,06/22,316070,2019/06/24 05:00:10
8,超可動女孩 1/6,12,06/22,178116,2019/06/24 05:00:10
9,MIX,12,06/22,182865,2019/06/24 05:00:10
10,一個人的○○小日子,12,06/22,591678,2019/06/24 05:00:10
11,滿腦都是○○的我沒辦法談戀愛,12,06/22,1269924,2019/06/24 05:00:10
12,川柳少女,12,06/22,538320,2019/06/24 05:00:10
13,JOJO 的奇妙冒險 黃金之風,35,06/22,6404225,2019/06/24 05:00:10
14,魔法水果籃,11,06/22,257791,2019/06/24 05:00:10
15,戀愛幕末男友外傳-危機,12,06/21,24165,2019/06/24 05:00:10
16,Fight League 交鋒聯盟,19,06/20,118813,2019/06/24 05:00:10
17,一拳超人 (第二季),22,06/19,4625230,2019/06/24 05:00:10
18,強襲魔女 501 部隊出動！,11,06/19,133636,2019/06/24 05:00:10
19,鑽石王牌 act2,12,06/18,574503,2019/06/24 05:00:10
20,星光王子 KING OF PRISM -Shiny Seven Stars-,10,06/18,49973,2019/06/24 05:00:10
21,進擊的巨人 第三季,20,06/17,6262558,2019/06/24 05:00:10
