,title,vol,update,number,date
0,進擊的巨人 第三季,21,06/24,6262558,2019/06/24 09:00:09
1,八月的棒球甜心,10,06/24,176468,2019/06/24 09:00:09
2,為什麼老師會在這裡！？,12,06/24,1315862,2019/06/24 09:00:09
3,FAIRY TAIL 魔導少年 最終章,314,06/23,2810153,2019/06/24 09:00:09
4,一弦定音！,12,06/23,444836,2019/06/24 09:00:09
5,我們真的學不來！,12,06/23,984538,2019/06/24 09:00:09
6,鬼滅之刃,12,06/23,2784854,2019/06/24 09:00:09
7,信長老師的年幼妻子,12,06/22,966063,2019/06/24 09:00:09
8,高中女生,12,06/22,316070,2019/06/24 09:00:09
9,超可動女孩 1/6,12,06/22,178116,2019/06/24 09:00:09
10,MIX,12,06/22,182865,2019/06/24 09:00:09
11,一個人的○○小日子,12,06/22,591678,2019/06/24 09:00:09
12,滿腦都是○○的我沒辦法談戀愛,12,06/22,1269924,2019/06/24 09:00:09
13,川柳少女,12,06/22,538320,2019/06/24 09:00:09
14,JOJO 的奇妙冒險 黃金之風,35,06/22,6404225,2019/06/24 09:00:09
15,魔法水果籃,11,06/22,257791,2019/06/24 09:00:09
16,戀愛幕末男友外傳-危機,12,06/21,24165,2019/06/24 09:00:09
17,Fight League 交鋒聯盟,19,06/20,118813,2019/06/24 09:00:09
18,一拳超人 (第二季),22,06/19,4625230,2019/06/24 09:00:09
19,強襲魔女 501 部隊出動！,11,06/19,133636,2019/06/24 09:00:09
20,鑽石王牌 act2,12,06/18,574503,2019/06/24 09:00:09
21,星光王子 KING OF PRISM -Shiny Seven Stars-,10,06/18,49973,2019/06/24 09:00:09
