,title,vol,update,number,date
0,一個人的○○小日子,6,05/11,260136,2019/05/11 12:00:10
1,滿腦都是○○的我沒辦法談戀愛,6,05/11,529466,2019/05/11 12:00:10
2,川柳少女,6,05/11,227344,2019/05/11 12:00:10
3,JOJO 的奇妙冒險 黃金之風,29,05/11,5069389,2019/05/11 12:00:10
4,魔法水果籃,5,05/11,77959,2019/05/11 12:00:10
5,戀愛幕末男友外傳-危機,6,05/10,11608,2019/05/11 12:00:10
6,Fight League 交鋒聯盟,13,05/09,76343,2019/05/11 12:00:10
7,一拳超人 (第二季),17,05/08,1943149,2019/05/11 12:00:10
8,強襲魔女 501 部隊出動！,5,05/08,60794,2019/05/11 12:00:10
9,鑽石王牌 act2,6,05/07,244815,2019/05/11 12:00:10
10,星光王子 KING OF PRISM -Shiny Seven Stars-,4,05/07,18085,2019/05/11 12:00:10
11,進擊的巨人 第三季,14,05/06,4035476,2019/05/11 12:00:10
12,八月的棒球甜心,5,05/06,114653,2019/05/11 12:00:10
13,為什麼老師會在這裡！？,5,05/06,625574,2019/05/11 12:00:10
14,FAIRY TAIL 魔導少年 最終章,307,05/05,2309356,2019/05/11 12:00:10
15,一弦定音！,5,05/05,174666,2019/05/11 12:00:10
16,我們真的學不來！,5,05/05,398387,2019/05/11 12:00:10
17,鬼滅之刃,5,05/05,953767,2019/05/11 12:00:10
18,信長老師的年幼妻子,5,05/04,423289,2019/05/11 12:00:10
19,高中女生,5,05/04,191282,2019/05/11 12:00:10
20,超可動女孩 1/6,5,05/04,89708,2019/05/11 12:00:10
21,MIX,5,05/04,77548,2019/05/11 12:00:10
