,title,vol,update,number,date
0,一拳超人 (第二季),14,04/17,606570,2019/04/18 17:00:25
1,強襲魔女 501 部隊出動！,2,04/17,25086,2019/04/18 17:00:25
2,鑽石王牌 act2,3,04/16,94931,2019/04/18 17:00:25
3,星光王子 KING OF PRISM -Shiny Seven Stars-,1,04/16,2505,2019/04/18 17:00:25
4,八月的棒球甜心,2,04/15,50580,2019/04/18 17:00:25
5,為什麼老師會在這裡！？,2,04/15,230454,2019/04/18 17:00:25
6,FAIRY TAIL 魔導少年 最終章,304,04/14,2077136,2019/04/18 17:00:25
7,一弦定音！,2,04/14,57639,2019/04/18 17:00:25
8,我們真的學不來！,2,04/14,147776,2019/04/18 17:00:25
9,鬼滅之刃,2,04/14,290871,2019/04/18 17:00:25
10,信長老師的年幼妻子,2,04/13,121733,2019/04/18 17:00:25
11,高中女生,2,04/13,93432,2019/04/18 17:00:25
12,超可動女孩 1/6,2,04/13,34401,2019/04/18 17:00:25
13,MIX,2,04/13,30917,2019/04/18 17:00:25
14,一個人的○○小日子,2,04/13,106427,2019/04/18 17:00:25
15,滿腦都是○○的我沒辦法談戀愛,2,04/13,205920,2019/04/18 17:00:25
16,川柳少女,2,04/13,86865,2019/04/18 17:00:25
17,JOJO 的奇妙冒險 黃金之風,26,04/13,4543903,2019/04/18 17:00:25
18,魔法水果籃,1,04/13,14749,2019/04/18 17:00:25
19,戀愛幕末男友外傳-危機,2,04/12,4084,2019/04/18 17:00:25
20,Fight League 交鋒聯盟,9,04/11,61816,2019/04/18 17:00:25
