,title,vol,update,number,date
0,進擊的巨人 第三季,20,06/17,5890551,2019/06/17 11:00:09
1,八月的棒球甜心,9,06/17,164203,2019/06/17 11:00:09
2,為什麼老師會在這裡！？,11,06/17,1211730,2019/06/17 11:00:09
3,FAIRY TAIL 魔導少年 最終章,313,06/16,2735747,2019/06/17 11:00:09
4,一弦定音！,11,06/16,394200,2019/06/17 11:00:09
5,我們真的學不來！,11,06/16,870960,2019/06/17 11:00:09
6,鬼滅之刃,11,06/16,2461766,2019/06/17 11:00:09
7,信長老師的年幼妻子,11,06/15,875173,2019/06/17 11:00:09
8,高中女生,11,06/15,298136,2019/06/17 11:00:09
9,超可動女孩 1/6,11,06/15,165159,2019/06/17 11:00:09
10,MIX,11,06/15,166246,2019/06/17 11:00:09
11,魔法水果籃,10,06/15,227211,2019/06/17 11:00:09
12,一個人的○○小日子,11,06/15,542259,2019/06/17 11:00:09
13,滿腦都是○○的我沒辦法談戀愛,11,06/15,1168444,2019/06/17 11:00:09
14,川柳少女,11,06/15,492877,2019/06/17 11:00:09
15,JOJO 的奇妙冒險 黃金之風,34,06/15,6183735,2019/06/17 11:00:09
16,戀愛幕末男友外傳-危機,11,06/14,22297,2019/06/17 11:00:09
17,Fight League 交鋒聯盟,18,06/13,110008,2019/06/17 11:00:09
18,一拳超人 (第二季),21,06/12,4181527,2019/06/17 11:00:09
19,強襲魔女 501 部隊出動！,10,06/12,120809,2019/06/17 11:00:09
20,鑽石王牌 act2,11,06/11,522121,2019/06/17 11:00:09
21,星光王子 KING OF PRISM -Shiny Seven Stars-,9,06/11,43461,2019/06/17 11:00:09
