,title,vol,update,number,date
0,戀愛幕末男友外傳-危機,9,05/31,17165,2019/05/31 08:00:16
1,Fight League 交鋒聯盟,16,05/30,92761,2019/05/31 08:00:16
2,一拳超人 (第二季),20,05/29,3279648,2019/05/31 08:00:16
3,強襲魔女 501 部隊出動！,8,05/29,91286,2019/05/31 08:00:16
4,鑽石王牌 act2,9,05/28,395650,2019/05/31 08:00:16
5,星光王子 KING OF PRISM -Shiny Seven Stars-,7,05/28,30592,2019/05/31 08:00:16
6,進擊的巨人 第三季,17,05/27,4995952,2019/05/31 08:00:16
7,為什麼老師會在這裡！？,8,05/27,961932,2019/05/31 08:00:16
8,FAIRY TAIL 魔導少年 最終章,310,05/26,2551188,2019/05/31 08:00:16
9,一弦定音！,8,05/26,294771,2019/05/31 08:00:16
10,我們真的學不來！,8,05/26,642456,2019/05/31 08:00:16
11,鬼滅之刃,8,05/26,1735030,2019/05/31 08:00:16
12,信長老師的年幼妻子,8,05/25,675254,2019/05/31 08:00:16
13,高中女生,8,05/25,258693,2019/05/31 08:00:16
14,超可動女孩 1/6,8,05/25,136188,2019/05/31 08:00:16
15,MIX,8,05/25,125637,2019/05/31 08:00:16
16,一個人的○○小日子,8,05/25,410500,2019/05/31 08:00:16
17,滿腦都是○○的我沒辦法談戀愛,8,05/25,828208,2019/05/31 08:00:16
18,川柳少女,8,05/25,371857,2019/05/31 08:00:16
19,JOJO 的奇妙冒險 黃金之風,31,05/25,5620106,2019/05/31 08:00:16
20,魔法水果籃,7,05/25,150719,2019/05/31 08:00:16
21,八月的棒球甜心,7,05/20,147144,2019/05/31 08:00:16
