,title,vol,update,number,date
0,JOJO 的奇妙冒險 黃金之風,36,06/29,6498695,2019/06/29 03:00:25
1,魔法水果籃,12,06/29,274746,2019/06/29 03:00:25
2,Fight League 交鋒聯盟,20,06/27,123188,2019/06/29 03:00:25
3,一拳超人 (第二季),23,06/26,4984047,2019/06/29 03:00:25
4,強襲魔女 501 部隊出動！,12,06/26,143994,2019/06/29 03:00:25
5,鑽石王牌 act2,13,06/25,624638,2019/06/29 03:00:25
6,劇場版 夏目友人帳～緣結空蟬～,電影1,06/25,28640,2019/06/29 03:00:25
7,星光王子 KING OF PRISM -Shiny Seven Stars-,11,06/25,57674,2019/06/29 03:00:25
8,進擊的巨人 第三季,21,06/24,6592806,2019/06/29 03:00:25
9,八月的棒球甜心,10,06/24,189040,2019/06/29 03:00:25
10,為什麼老師會在這裡！？,12,06/24,1398730,2019/06/29 03:00:25
11,FAIRY TAIL 魔導少年 最終章,314,06/23,2885430,2019/06/29 03:00:25
12,一弦定音！,12,06/23,489951,2019/06/29 03:00:25
13,我們真的學不來！,12,06/23,1065600,2019/06/29 03:00:25
14,鬼滅之刃,12,06/23,3116919,2019/06/29 03:00:25
15,信長老師的年幼妻子,12,06/22,1041809,2019/06/29 03:00:25
16,高中女生,12,06/22,332507,2019/06/29 03:00:25
17,超可動女孩 1/6,12,06/22,191051,2019/06/29 03:00:25
18,MIX,12,06/22,194088,2019/06/29 03:00:25
19,一個人的○○小日子,12,06/22,621614,2019/06/29 03:00:25
20,滿腦都是○○的我沒辦法談戀愛,12,06/22,1333372,2019/06/29 03:00:25
21,川柳少女,12,06/22,569490,2019/06/29 03:00:25
22,戀愛幕末男友外傳-危機,12,06/21,25178,2019/06/29 03:00:25
