,title,vol,update,number,date
0,為什麼老師會在這裡！？,8,05/27,868917,2019/05/27 03:00:23
1,FAIRY TAIL 魔導少年 最終章,310,05/26,2478746,2019/05/27 03:00:23
2,一弦定音！,8,05/26,257725,2019/05/27 03:00:23
3,我們真的學不來！,8,05/26,575705,2019/05/27 03:00:23
4,鬼滅之刃,8,05/26,1508026,2019/05/27 03:00:23
5,信長老師的年幼妻子,8,05/25,594318,2019/05/27 03:00:23
6,高中女生,8,05/25,237953,2019/05/27 03:00:23
7,超可動女孩 1/6,8,05/25,124267,2019/05/27 03:00:23
8,MIX,8,05/25,115217,2019/05/27 03:00:23
9,一個人的○○小日子,8,05/25,388617,2019/05/27 03:00:23
10,滿腦都是○○的我沒辦法談戀愛,8,05/25,783123,2019/05/27 03:00:23
11,川柳少女,8,05/25,346126,2019/05/27 03:00:23
12,JOJO 的奇妙冒險 黃金之風,31,05/25,5535179,2019/05/27 03:00:23
13,魔法水果籃,7,05/25,137067,2019/05/27 03:00:23
14,戀愛幕末男友外傳-危機,8,05/24,16600,2019/05/27 03:00:23
15,Fight League 交鋒聯盟,15,05/23,90681,2019/05/27 03:00:23
16,一拳超人 (第二季),19,05/22,2958369,2019/05/27 03:00:23
17,強襲魔女 501 部隊出動！,7,05/22,84720,2019/05/27 03:00:23
18,鑽石王牌 act2,8,05/21,357530,2019/05/27 03:00:23
19,星光王子 KING OF PRISM -Shiny Seven Stars-,6,05/21,27188,2019/05/27 03:00:23
20,進擊的巨人 第三季,16,05/20,4702434,2019/05/27 03:00:23
21,八月的棒球甜心,7,05/20,144691,2019/05/27 03:00:23
