,title,vol,update,number,date
0,進擊的巨人 第三季,17,05/27,4702434,2019/05/27 12:00:09
1,為什麼老師會在這裡！？,8,05/27,868917,2019/05/27 12:00:09
2,FAIRY TAIL 魔導少年 最終章,310,05/26,2478746,2019/05/27 12:00:09
3,一弦定音！,8,05/26,257725,2019/05/27 12:00:09
4,我們真的學不來！,8,05/26,575705,2019/05/27 12:00:09
5,鬼滅之刃,8,05/26,1508026,2019/05/27 12:00:09
6,信長老師的年幼妻子,8,05/25,594318,2019/05/27 12:00:09
7,高中女生,8,05/25,237953,2019/05/27 12:00:09
8,超可動女孩 1/6,8,05/25,124267,2019/05/27 12:00:09
9,MIX,8,05/25,115217,2019/05/27 12:00:09
10,一個人的○○小日子,8,05/25,388617,2019/05/27 12:00:09
11,滿腦都是○○的我沒辦法談戀愛,8,05/25,783123,2019/05/27 12:00:09
12,川柳少女,8,05/25,346126,2019/05/27 12:00:09
13,JOJO 的奇妙冒險 黃金之風,31,05/25,5535179,2019/05/27 12:00:09
14,魔法水果籃,7,05/25,137067,2019/05/27 12:00:09
15,戀愛幕末男友外傳-危機,8,05/24,16600,2019/05/27 12:00:09
16,Fight League 交鋒聯盟,15,05/23,90681,2019/05/27 12:00:09
17,一拳超人 (第二季),19,05/22,2958369,2019/05/27 12:00:09
18,強襲魔女 501 部隊出動！,7,05/22,84720,2019/05/27 12:00:09
19,鑽石王牌 act2,8,05/21,357530,2019/05/27 12:00:09
20,星光王子 KING OF PRISM -Shiny Seven Stars-,6,05/21,27188,2019/05/27 12:00:09
21,八月的棒球甜心,7,05/20,144691,2019/05/27 12:00:09
