,title,vol,update,number,date
0,FAIRY TAIL 魔導少年 最終章,309,05/19,2387415,2019/05/19 18:00:33
1,一弦定音！,7,05/19,216136,2019/05/19 18:00:33
2,我們真的學不來！,7,05/19,487600,2019/05/19 18:00:33
3,鬼滅之刃,7,05/19,1229273,2019/05/19 18:00:33
4,信長老師的年幼妻子,7,05/18,514045,2019/05/19 18:00:33
5,高中女生,7,05/18,218091,2019/05/19 18:00:33
6,超可動女孩 1/6,7,05/18,108851,2019/05/19 18:00:33
7,MIX,7,05/18,98308,2019/05/19 18:00:33
8,一個人的○○小日子,7,05/18,336063,2019/05/19 18:00:33
9,滿腦都是○○的我沒辦法談戀愛,7,05/18,675813,2019/05/19 18:00:33
10,川柳少女,7,05/18,294345,2019/05/19 18:00:33
11,JOJO 的奇妙冒險 黃金之風,30,05/18,5330651,2019/05/19 18:00:33
12,魔法水果籃,6,05/18,110530,2019/05/19 18:00:33
13,戀愛幕末男友外傳-危機,7,05/17,14066,2019/05/19 18:00:33
14,Fight League 交鋒聯盟,14,05/16,82764,2019/05/19 18:00:33
15,一拳超人 (第二季),18,05/15,2436623,2019/05/19 18:00:33
16,強襲魔女 501 部隊出動！,6,05/15,73445,2019/05/19 18:00:33
17,鑽石王牌 act2,7,05/14,301286,2019/05/19 18:00:33
18,星光王子 KING OF PRISM -Shiny Seven Stars-,5,05/14,22571,2019/05/19 18:00:33
19,進擊的巨人 第三季,15,05/13,4364750,2019/05/19 18:00:33
20,八月的棒球甜心,6,05/13,130806,2019/05/19 18:00:33
21,為什麼老師會在這裡！？,6,05/13,744715,2019/05/19 18:00:33
