,title,vol,update,number,date
0,FAIRY TAIL 魔導少年 最終章,304,04/14,2011411,2019/04/15 00:00:31
1,一弦定音！,2,04/14,25588,2019/04/15 00:00:31
2,我們真的學不來！,2,04/14,78423,2019/04/15 00:00:31
3,鬼滅之刃,2,04/14,131435,2019/04/15 00:00:31
4,信長老師的年幼妻子,2,04/13,60658,2019/04/15 00:00:31
5,高中女生,2,04/13,61890,2019/04/15 00:00:31
6,超可動女孩 1/6,2,04/13,20579,2019/04/15 00:00:31
7,MIX,2,04/13,22547,2019/04/15 00:00:31
8,一個人的○○小日子,2,04/13,84416,2019/04/15 00:00:31
9,滿腦都是○○的我沒辦法談戀愛,2,04/13,150531,2019/04/15 00:00:31
10,川柳少女,2,04/13,67790,2019/04/15 00:00:31
11,JOJO 的奇妙冒險 黃金之風,26,04/13,4458071,2019/04/15 00:00:31
12,魔法水果籃,1,04/13,7586,2019/04/15 00:00:31
13,戀愛幕末男友外傳-危機,2,04/12,3440,2019/04/15 00:00:31
14,Fight League 交鋒聯盟,9,04/11,59941,2019/04/15 00:00:31
15,一拳超人 (第二季),13,04/10,410806,2019/04/15 00:00:31
16,強襲魔女 501 部隊出動！,1,04/10,17903,2019/04/15 00:00:31
17,鑽石王牌 act2,2,04/09,65921,2019/04/15 00:00:31
18,八月的棒球甜心,1,04/08,32770,2019/04/15 00:00:31
19,為什麼老師會在這裡！？,1,04/08,126146,2019/04/15 00:00:31
20,逆轉裁判 第二季,23,04/08,228637,2019/04/15 00:00:31
21,家有女友,12,04/06,995082,2019/04/15 00:00:31
22,魔法禁書目錄 Ⅲ,26,04/05,1840756,2019/04/15 00:00:31
23,不愉快的妖怪庵 續,13,04/02,264584,2019/04/15 00:00:31
24,動物朋友 2,12,04/02,130962,2019/04/15 00:00:31
25,隊長小翼,52,04/02,1413826,2019/04/15 00:00:31
26,路人超能 100 第二季,13,04/01,2413879,2019/04/15 00:00:31
27,荒野的壽飛行隊,12,03/31,419987,2019/04/15 00:00:31
28,約會大作戰 DATE A LIVE 第三季,12,03/31,1079493,2019/04/15 00:00:31
29,ENDRO！,12,03/31,468999,2019/04/15 00:00:31
30,刀劍神域 Alicization,24,03/31,7391622,2019/04/15 00:00:31
31,輝夜姬想讓人告白～天才們的戀愛頭腦戰～,12,03/31,3483284,2019/04/15 00:00:31
