,title,vol,update,number,date
0,魔術學姐,1,07/02,統計中,2019/07/02 23:00:19
1,你遭難了嗎？,1,07/02,統計中,2019/07/02 23:00:19
2,鑽石王牌 act2,14,07/02,637688,2019/07/02 23:00:19
3,星光王子 KING OF PRISM -Shiny Seven Stars-,12,07/02,59909,2019/07/02 23:00:19
4,進擊的巨人 第三季,22,07/01,6742998,2019/07/02 23:00:19
5,八月的棒球甜心,11,07/01,194681,2019/07/02 23:00:19
6,FAIRY TAIL 魔導少年 最終章,315,06/30,2927358,2019/07/02 23:00:19
7,一弦定音！,13,06/30,512656,2019/07/02 23:00:19
8,我們真的學不來！,13,06/30,1117716,2019/07/02 23:00:19
9,鬼滅之刃,13,06/30,3294492,2019/07/02 23:00:19
10,MIX,13,06/29,204011,2019/07/02 23:00:19
11,JOJO 的奇妙冒險 黃金之風,36,06/29,6603056,2019/07/02 23:00:19
12,魔法水果籃,12,06/29,291023,2019/07/02 23:00:19
13,Fight League 交鋒聯盟,20,06/27,127157,2019/07/02 23:00:19
14,一拳超人 (第二季),23,06/26,5095161,2019/07/02 23:00:19
15,強襲魔女 501 部隊出動！,12,06/26,147846,2019/07/02 23:00:19
16,劇場版 夏目友人帳～緣結空蟬～,電影1,06/25,40614,2019/07/02 23:00:19
17,為什麼老師會在這裡！？,12,06/24,1427037,2019/07/02 23:00:19
18,信長老師的年幼妻子,12,06/22,1061735,2019/07/02 23:00:19
19,高中女生,12,06/22,336724,2019/07/02 23:00:19
20,超可動女孩 1/6,12,06/22,193423,2019/07/02 23:00:19
21,一個人的○○小日子,12,06/22,631562,2019/07/02 23:00:19
22,滿腦都是○○的我沒辦法談戀愛,12,06/22,1357801,2019/07/02 23:00:19
23,川柳少女,12,06/22,580583,2019/07/02 23:00:19
24,戀愛幕末男友外傳-危機,12,06/21,25588,2019/07/02 23:00:19
