,title,vol,update,number,date
0,進擊的巨人 第三季,22,07/01,6670085,2019/07/02 00:00:13
1,八月的棒球甜心,11,07/01,192059,2019/07/02 00:00:13
2,FAIRY TAIL 魔導少年 最終章,315,06/30,2920231,2019/07/02 00:00:13
3,一弦定音！,13,06/30,508903,2019/07/02 00:00:13
4,我們真的學不來！,13,06/30,1107816,2019/07/02 00:00:13
5,鬼滅之刃,13,06/30,3268557,2019/07/02 00:00:13
6,MIX,13,06/29,202669,2019/07/02 00:00:13
7,JOJO 的奇妙冒險 黃金之風,36,06/29,6593446,2019/07/02 00:00:13
8,魔法水果籃,12,06/29,288593,2019/07/02 00:00:13
9,Fight League 交鋒聯盟,20,06/27,126846,2019/07/02 00:00:13
10,一拳超人 (第二季),23,06/26,5083647,2019/07/02 00:00:13
11,強襲魔女 501 部隊出動！,12,06/26,147398,2019/07/02 00:00:13
12,鑽石王牌 act2,13,06/25,636295,2019/07/02 00:00:13
13,劇場版 夏目友人帳～緣結空蟬～,電影1,06/25,39453,2019/07/02 00:00:13
14,星光王子 KING OF PRISM -Shiny Seven Stars-,11,06/25,59619,2019/07/02 00:00:13
15,為什麼老師會在這裡！？,12,06/24,1422040,2019/07/02 00:00:13
16,信長老師的年幼妻子,12,06/22,1058526,2019/07/02 00:00:13
17,高中女生,12,06/22,336033,2019/07/02 00:00:13
18,超可動女孩 1/6,12,06/22,193060,2019/07/02 00:00:13
19,一個人的○○小日子,12,06/22,629861,2019/07/02 00:00:13
20,滿腦都是○○的我沒辦法談戀愛,12,06/22,1353941,2019/07/02 00:00:13
21,川柳少女,12,06/22,578770,2019/07/02 00:00:13
22,戀愛幕末男友外傳-危機,12,06/21,25531,2019/07/02 00:00:13
