,title,vol,update,number,date
0,星光王子 KING OF PRISM -Shiny Seven Stars-,5,05/14,19226,2019/05/14 17:00:29
1,進擊的巨人 第三季,15,05/13,4215848,2019/05/14 17:00:29
2,八月的棒球甜心,6,05/13,123260,2019/05/14 17:00:29
3,為什麼老師會在這裡！？,6,05/13,688748,2019/05/14 17:00:29
4,FAIRY TAIL 魔導少年 最終章,308,05/12,2364592,2019/05/14 17:00:29
5,一弦定音！,6,05/12,202001,2019/05/14 17:00:29
6,我們真的學不來！,6,05/12,458940,2019/05/14 17:00:29
7,鬼滅之刃,6,05/12,1135492,2019/05/14 17:00:29
8,信長老師的年幼妻子,6,05/11,482718,2019/05/14 17:00:29
9,高中女生,6,05/11,209154,2019/05/14 17:00:29
10,超可動女孩 1/6,6,05/11,102547,2019/05/14 17:00:29
11,MIX,6,05/11,89550,2019/05/14 17:00:29
12,一個人的○○小日子,6,05/11,298392,2019/05/14 17:00:29
13,滿腦都是○○的我沒辦法談戀愛,6,05/11,604868,2019/05/14 17:00:29
14,川柳少女,6,05/11,262495,2019/05/14 17:00:29
15,JOJO 的奇妙冒險 黃金之風,29,05/11,5199684,2019/05/14 17:00:29
16,魔法水果籃,5,05/11,94132,2019/05/14 17:00:29
17,戀愛幕末男友外傳-危機,6,05/10,12304,2019/05/14 17:00:29
18,Fight League 交鋒聯盟,13,05/09,77821,2019/05/14 17:00:29
19,一拳超人 (第二季),17,05/08,2045508,2019/05/14 17:00:29
20,強襲魔女 501 部隊出動！,5,05/08,63795,2019/05/14 17:00:29
21,鑽石王牌 act2,6,05/07,255763,2019/05/14 17:00:29
