,title,vol,update,number,date
0,FAIRY TAIL 魔導少年 最終章,313,06/16,2731191,2019/06/16 15:00:23
1,一弦定音！,11,06/16,391670,2019/06/16 15:00:23
2,我們真的學不來！,11,06/16,865171,2019/06/16 15:00:23
3,鬼滅之刃,11,06/16,2439935,2019/06/16 15:00:23
4,信長老師的年幼妻子,11,06/15,866497,2019/06/16 15:00:23
5,高中女生,11,06/15,296539,2019/06/16 15:00:23
6,超可動女孩 1/6,11,06/15,163949,2019/06/16 15:00:23
7,MIX,11,06/15,161688,2019/06/16 15:00:23
8,魔法水果籃,10,06/15,218034,2019/06/16 15:00:23
9,一個人的○○小日子,11,06/15,523246,2019/06/16 15:00:23
10,滿腦都是○○的我沒辦法談戀愛,11,06/15,1130537,2019/06/16 15:00:23
11,川柳少女,11,06/15,475530,2019/06/16 15:00:23
12,JOJO 的奇妙冒險 黃金之風,34,06/15,6078833,2019/06/16 15:00:23
13,戀愛幕末男友外傳-危機,11,06/14,21973,2019/06/16 15:00:23
14,Fight League 交鋒聯盟,18,06/13,108631,2019/06/16 15:00:23
15,一拳超人 (第二季),21,06/12,4143999,2019/06/16 15:00:23
16,強襲魔女 501 部隊出動！,10,06/12,119666,2019/06/16 15:00:23
17,鑽石王牌 act2,11,06/11,518001,2019/06/16 15:00:23
18,星光王子 KING OF PRISM -Shiny Seven Stars-,9,06/11,42979,2019/06/16 15:00:23
19,八月的棒球甜心,8,06/10,163480,2019/06/16 15:00:23
20,進擊的巨人 第三季,19,06/10,5859741,2019/06/16 15:00:23
21,為什麼老師會在這裡！？,10,06/10,1201959,2019/06/16 15:00:23
