,title,vol,update,number,date
0,Fight League 交鋒聯盟,20,06/27,121748,2019/06/27 21:00:30
1,一拳超人 (第二季),23,06/26,4902899,2019/06/27 21:00:30
2,強襲魔女 501 部隊出動！,12,06/26,141759,2019/06/27 21:00:30
3,鑽石王牌 act2,13,06/25,617204,2019/06/27 21:00:30
4,劇場版 夏目友人帳～緣結空蟬～,電影1,06/25,22396,2019/06/27 21:00:30
5,星光王子 KING OF PRISM -Shiny Seven Stars-,11,06/25,56714,2019/06/27 21:00:30
6,進擊的巨人 第三季,21,06/24,6556890,2019/06/27 21:00:30
7,八月的棒球甜心,10,06/24,187622,2019/06/27 21:00:30
8,為什麼老師會在這裡！？,12,06/24,1389961,2019/06/27 21:00:30
9,FAIRY TAIL 魔導少年 最終章,314,06/23,2880211,2019/06/27 21:00:30
10,一弦定音！,12,06/23,485677,2019/06/27 21:00:30
11,我們真的學不來！,12,06/23,1059138,2019/06/27 21:00:30
12,鬼滅之刃,12,06/23,3086894,2019/06/27 21:00:30
13,信長老師的年幼妻子,12,06/22,1035319,2019/06/27 21:00:30
14,高中女生,12,06/22,331242,2019/06/27 21:00:30
15,超可動女孩 1/6,12,06/22,190120,2019/06/27 21:00:30
16,MIX,12,06/22,193056,2019/06/27 21:00:30
17,一個人的○○小日子,12,06/22,617736,2019/06/27 21:00:30
18,滿腦都是○○的我沒辦法談戀愛,12,06/22,1325334,2019/06/27 21:00:30
19,川柳少女,12,06/22,565492,2019/06/27 21:00:30
20,JOJO 的奇妙冒險 黃金之風,35,06/22,6485578,2019/06/27 21:00:30
21,魔法水果籃,11,06/22,272251,2019/06/27 21:00:30
22,戀愛幕末男友外傳-危機,12,06/21,25004,2019/06/27 21:00:30
