,title,vol,update,number,date
0,一個人的○○小日子,12,06/22,567198,2019/06/22 14:00:09
1,滿腦都是○○的我沒辦法談戀愛,12,06/22,1223240,2019/06/22 14:00:09
2,川柳少女,12,06/22,514418,2019/06/22 14:00:09
3,JOJO 的奇妙冒險 黃金之風,35,06/22,6293892,2019/06/22 14:00:09
4,魔法水果籃,11,06/22,244072,2019/06/22 14:00:09
5,戀愛幕末男友外傳-危機,12,06/21,23096,2019/06/22 14:00:09
6,Fight League 交鋒聯盟,19,06/20,114400,2019/06/22 14:00:09
7,一拳超人 (第二季),22,06/19,4536059,2019/06/22 14:00:09
8,強襲魔女 501 部隊出動！,11,06/19,130640,2019/06/22 14:00:09
9,鑽石王牌 act2,12,06/18,565750,2019/06/22 14:00:09
10,星光王子 KING OF PRISM -Shiny Seven Stars-,10,06/18,48562,2019/06/22 14:00:09
11,進擊的巨人 第三季,20,06/17,6197530,2019/06/22 14:00:09
12,八月的棒球甜心,9,06/17,174711,2019/06/22 14:00:09
13,為什麼老師會在這裡！？,11,06/17,1298695,2019/06/22 14:00:09
14,FAIRY TAIL 魔導少年 最終章,313,06/16,2801970,2019/06/22 14:00:09
15,一弦定音！,11,06/16,436882,2019/06/22 14:00:09
16,我們真的學不來！,11,06/16,969848,2019/06/22 14:00:09
17,鬼滅之刃,11,06/16,2734768,2019/06/22 14:00:09
18,信長老師的年幼妻子,11,06/15,951171,2019/06/22 14:00:09
19,高中女生,11,06/15,313122,2019/06/22 14:00:09
20,超可動女孩 1/6,11,06/15,176199,2019/06/22 14:00:09
21,MIX,11,06/15,177023,2019/06/22 14:00:09
