,title,vol,update,number,date
0,戀愛幕末男友外傳-危機,7,05/17,12531,2019/05/17 04:00:11
1,Fight League 交鋒聯盟,14,05/16,78348,2019/05/17 04:00:11
2,一拳超人 (第二季),18,05/15,2267987,2019/05/17 04:00:11
3,強襲魔女 501 部隊出動！,6,05/15,69378,2019/05/17 04:00:11
4,鑽石王牌 act2,7,05/14,285608,2019/05/17 04:00:11
5,星光王子 KING OF PRISM -Shiny Seven Stars-,5,05/14,21358,2019/05/17 04:00:11
6,進擊的巨人 第三季,15,05/13,4291523,2019/05/17 04:00:11
7,八月的棒球甜心,6,05/13,127654,2019/05/17 04:00:11
8,為什麼老師會在這裡！？,6,05/13,718649,2019/05/17 04:00:11
9,FAIRY TAIL 魔導少年 最終章,308,05/12,2375188,2019/05/17 04:00:11
10,一弦定音！,6,05/12,208849,2019/05/17 04:00:11
11,我們真的學不來！,6,05/12,473530,2019/05/17 04:00:11
12,鬼滅之刃,6,05/12,1178102,2019/05/17 04:00:11
13,信長老師的年幼妻子,6,05/11,495951,2019/05/17 04:00:11
14,高中女生,6,05/11,213205,2019/05/17 04:00:11
15,超可動女孩 1/6,6,05/11,105423,2019/05/17 04:00:11
16,MIX,6,05/11,91783,2019/05/17 04:00:11
17,一個人的○○小日子,6,05/11,305134,2019/05/17 04:00:11
18,滿腦都是○○的我沒辦法談戀愛,6,05/11,618893,2019/05/17 04:00:11
19,川柳少女,6,05/11,268568,2019/05/17 04:00:11
20,JOJO 的奇妙冒險 黃金之風,29,05/11,5222894,2019/05/17 04:00:11
21,魔法水果籃,5,05/11,97916,2019/05/17 04:00:11
