,title,vol,update,number,date
0,八月的棒球甜心,2,04/15,32770,2019/04/15 06:00:01
1,為什麼老師會在這裡！？,2,04/15,126146,2019/04/15 06:00:01
2,FAIRY TAIL 魔導少年 最終章,304,04/14,2011411,2019/04/15 06:00:01
3,一弦定音！,2,04/14,25588,2019/04/15 06:00:01
4,我們真的學不來！,2,04/14,78423,2019/04/15 06:00:01
5,鬼滅之刃,2,04/14,131435,2019/04/15 06:00:01
6,信長老師的年幼妻子,2,04/13,60658,2019/04/15 06:00:01
7,高中女生,2,04/13,61890,2019/04/15 06:00:01
8,超可動女孩 1/6,2,04/13,20579,2019/04/15 06:00:01
9,MIX,2,04/13,22547,2019/04/15 06:00:01
10,一個人的○○小日子,2,04/13,84416,2019/04/15 06:00:01
11,滿腦都是○○的我沒辦法談戀愛,2,04/13,150531,2019/04/15 06:00:01
12,川柳少女,2,04/13,67790,2019/04/15 06:00:01
13,JOJO 的奇妙冒險 黃金之風,26,04/13,4458071,2019/04/15 06:00:01
14,魔法水果籃,1,04/13,7586,2019/04/15 06:00:01
15,戀愛幕末男友外傳-危機,2,04/12,3440,2019/04/15 06:00:01
16,一拳超人 (第二季),13,04/10,410806,2019/04/15 06:00:01
17,強襲魔女 501 部隊出動！,1,04/10,17903,2019/04/15 06:00:01
18,鑽石王牌 act2,2,04/09,65921,2019/04/15 06:00:01
19,隊長小翼,52,04/02,1413826,2019/04/15 06:00:01
