,title,vol,update,number,date
0,戀愛幕末男友外傳-危機,6,05/10,11447,2019/05/10 05:00:10
1,Fight League 交鋒聯盟,13,05/09,75117,2019/05/10 05:00:10
2,一拳超人 (第二季),17,05/08,1873749,2019/05/10 05:00:10
3,強襲魔女 501 部隊出動！,5,05/08,58376,2019/05/10 05:00:10
4,鑽石王牌 act2,6,05/07,238526,2019/05/10 05:00:10
5,星光王子 KING OF PRISM -Shiny Seven Stars-,4,05/07,17461,2019/05/10 05:00:10
6,進擊的巨人 第三季,14,05/06,4013140,2019/05/10 05:00:10
7,八月的棒球甜心,5,05/06,113175,2019/05/10 05:00:10
8,為什麼老師會在這裡！？,5,05/06,615999,2019/05/10 05:00:10
9,FAIRY TAIL 魔導少年 最終章,307,05/05,2305662,2019/05/10 05:00:10
10,一弦定音！,5,05/05,172238,2019/05/10 05:00:10
11,我們真的學不來！,5,05/05,394605,2019/05/10 05:00:10
12,鬼滅之刃,5,05/05,939004,2019/05/10 05:00:10
13,信長老師的年幼妻子,5,05/04,418273,2019/05/10 05:00:10
14,高中女生,5,05/04,190027,2019/05/10 05:00:10
15,超可動女孩 1/6,5,05/04,88776,2019/05/10 05:00:10
16,MIX,5,05/04,76725,2019/05/10 05:00:10
17,一個人的○○小日子,5,05/04,257750,2019/05/10 05:00:10
18,滿腦都是○○的我沒辦法談戀愛,5,05/04,522915,2019/05/10 05:00:10
19,川柳少女,5,05/04,225077,2019/05/10 05:00:10
20,JOJO 的奇妙冒險 黃金之風,28.5,05/04,5060521,2019/05/10 05:00:10
21,魔法水果籃,4,05/04,76569,2019/05/10 05:00:10
