,title,vol,update,number,date
0,一個人的○○小日子,4,04/27,157072,2019/04/27 09:00:27
1,滿腦都是○○的我沒辦法談戀愛,4,04/27,315303,2019/04/27 09:00:27
2,川柳少女,4,04/27,135025,2019/04/27 09:00:27
3,JOJO 的奇妙冒險 黃金之風,28,04/27,4757857,2019/04/27 09:00:27
4,魔法水果籃,3,04/27,35397,2019/04/27 09:00:27
5,戀愛幕末男友外傳-危機,4,04/26,6010,2019/04/27 09:00:27
6,Fight League 交鋒聯盟,11,04/25,68451,2019/04/27 09:00:27
7,一拳超人 (第二季),15,04/24,1031454,2019/04/27 09:00:27
8,強襲魔女 501 部隊出動！,3,04/24,38425,2019/04/27 09:00:27
9,鑽石王牌 act2,4,04/23,147590,2019/04/27 09:00:27
10,星光王子 KING OF PRISM -Shiny Seven Stars-,2,04/23,7941,2019/04/27 09:00:27
11,八月的棒球甜心,3,04/22,75888,2019/04/27 09:00:27
12,為什麼老師會在這裡！？,3,04/22,377371,2019/04/27 09:00:27
13,FAIRY TAIL 魔導少年 最終章,305,04/21,2157065,2019/04/27 09:00:27
14,一弦定音！,3,04/21,95620,2019/04/27 09:00:27
15,我們真的學不來！,3,04/21,236904,2019/04/27 09:00:27
16,鬼滅之刃,3,04/21,490718,2019/04/27 09:00:27
17,信長老師的年幼妻子,3,04/20,209423,2019/04/27 09:00:27
18,高中女生,3,04/20,132307,2019/04/27 09:00:27
19,超可動女孩 1/6,3,04/20,54714,2019/04/27 09:00:27
20,MIX,3,04/20,47473,2019/04/27 09:00:27
